,compound,positive,negative,neutral
3023,0.6249,0.451,0.0,0.549
3024,0.8481,0.477,0.0,0.523
3025,0.8481,0.732,0.0,0.268
3026,0.6249,0.451,0.0,0.549
3027,0.6249,0.339,0.0,0.661
3028,0.4767,0.341,0.0,0.659
3029,0.6249,0.577,0.0,0.423
3030,0.5994,0.62,0.0,0.38
3031,0.4404,0.367,0.0,0.633
3032,0.6249,0.577,0.0,0.423
3033,0.4767,0.279,0.0,0.721
3034,0.9037,0.788,0.0,0.212
3035,0.6369,0.583,0.0,0.417
3036,0.7845,0.633,0.0,0.367
3037,0.5678,0.38,0.0,0.62
3038,0.0,0.0,0.0,1.0
3039,0.3612,0.263,0.0,0.737
3040,0.4767,0.437,0.0,0.563
3041,0.6249,0.672,0.0,0.328
3042,0.7163,0.624,0.0,0.376
3043,0.7003,0.592,0.0,0.408
3044,0.6249,0.577,0.0,0.423
3045,0.0,0.0,0.0,1.0
3046,0.6249,0.406,0.0,0.594
3047,0.6249,0.506,0.0,0.494
3048,0.6249,0.577,0.0,0.423
3049,0.6249,0.577,0.0,0.423
3050,0.0,0.0,0.0,1.0
3051,0.4588,0.429,0.0,0.571
3052,0.4767,0.437,0.0,0.563
3053,0.6249,0.577,0.0,0.423
3054,0.4767,0.437,0.0,0.563
3055,0.4767,0.437,0.0,0.563
3056,0.7906,0.583,0.0,0.417
3057,0.4767,0.383,0.0,0.617
3058,0.6249,0.577,0.0,0.423
3059,0.8519,0.675,0.0,0.325
3060,0.6249,0.577,0.0,0.423
3061,0.6249,0.451,0.0,0.549
3062,0.6249,0.506,0.0,0.494
3063,0.4767,0.508,0.0,0.492
3064,0.3182,0.315,0.0,0.685
3065,0.6249,0.577,0.0,0.423
3066,0.6249,0.672,0.0,0.328
3067,0.6249,0.577,0.0,0.423
3068,0.7163,0.713,0.0,0.287
3069,0.6249,0.672,0.0,0.328
3070,0.6249,0.577,0.0,0.423
3071,0.0,0.0,0.0,1.0
3072,0.6369,0.583,0.0,0.417
3073,0.6249,0.577,0.0,0.423
3074,0.659,0.594,0.0,0.406
3075,0.8788,0.289,0.102,0.609
3076,0.6249,0.672,0.0,0.328
3077,0.6249,0.672,0.0,0.328
3078,0.0,0.0,0.0,1.0
3079,0.4019,0.474,0.0,0.526
3080,-0.4465,0.059,0.084,0.856
3081,0.0772,0.178,0.0,0.822
3082,0.6369,0.512,0.0,0.488
3083,0.4767,0.383,0.0,0.617
3084,0.0,0.0,0.0,1.0
3085,0.0,0.0,0.0,1.0
3086,0.6249,0.577,0.0,0.423
3087,0.0,0.0,0.0,1.0
3088,0.5719,0.481,0.0,0.519
3089,0.6249,0.672,0.0,0.328
3090,0.4767,0.508,0.0,0.492
3091,0.4767,0.341,0.0,0.659
3092,0.6249,0.451,0.0,0.549
3093,0.6249,0.672,0.0,0.328
3094,0.6369,0.583,0.0,0.417
3095,0.6249,0.672,0.0,0.328
3096,0.0,0.0,0.0,1.0
3097,0.0,0.0,0.0,1.0
3098,0.6249,0.672,0.0,0.328
3099,0.6249,0.506,0.0,0.494
3100,0.4404,0.492,0.0,0.508
3101,0.6249,0.672,0.0,0.328
3102,0.5106,0.398,0.0,0.602
3103,0.4404,0.492,0.0,0.508
3104,0.2732,0.231,0.0,0.769
3105,0.6249,0.672,0.0,0.328
3106,0.4927,0.516,0.0,0.484
3107,0.6249,0.672,0.0,0.328
3108,0.6249,0.577,0.0,0.423
3109,0.0,0.0,0.0,1.0
3110,0.4404,0.42,0.0,0.58
3111,0.4404,0.592,0.0,0.408
3112,0.0,0.0,0.0,1.0
3113,0.6249,0.577,0.0,0.423
3114,0.0,0.0,0.0,1.0
3115,0.6369,0.512,0.0,0.488
3116,0.6249,0.672,0.0,0.328
3117,0.6249,0.672,0.0,0.328
3118,0.4939,0.286,0.0,0.714
3119,0.6249,0.506,0.0,0.494
3120,0.0,0.0,0.0,1.0
3121,0.4767,0.508,0.0,0.492
3122,0.6249,0.506,0.0,0.494
3123,0.6249,0.577,0.0,0.423
3124,0.0,0.0,0.0,1.0
3125,0.4767,0.437,0.0,0.563
3126,0.4404,0.492,0.0,0.508
3127,0.6249,0.672,0.0,0.328
3128,0.0,0.0,0.0,1.0
3129,0.0,0.0,0.0,1.0
3130,0.4754,0.436,0.0,0.564
3131,0.4767,0.508,0.0,0.492
3132,0.4767,0.437,0.0,0.563
3133,0.4927,0.516,0.0,0.484
3134,0.0,0.0,0.0,1.0
3135,0.6249,0.672,0.0,0.328
3136,0.6249,0.506,0.0,0.494
3137,0.6369,0.512,0.0,0.488
3138,0.6369,0.512,0.0,0.488
3139,0.6249,0.672,0.0,0.328
3140,0.6249,0.577,0.0,0.423
3141,0.0,0.0,0.0,1.0
3142,0.4754,0.508,0.0,0.492
3143,0.4767,0.508,0.0,0.492
3144,0.802,0.783,0.0,0.217
3145,0.4404,0.492,0.0,0.508
3146,0.6249,0.577,0.0,0.423
3147,0.8991,0.113,0.06,0.827
3148,0.4404,0.492,0.0,0.508
3149,0.4404,0.492,0.0,0.508
3150,0.3182,0.315,0.0,0.685
3151,0.4404,0.492,0.0,0.508
3152,0.6249,0.672,0.0,0.328
3153,0.802,0.706,0.0,0.294
3154,0.3612,0.455,0.0,0.545
3155,0.6249,0.672,0.0,0.328
3156,0.6249,0.672,0.0,0.328
3157,0.4404,0.492,0.0,0.508
3158,0.4767,0.508,0.0,0.492
3159,0.6249,0.672,0.0,0.328
3160,0.0,0.0,0.0,1.0
3161,0.0,0.0,0.0,1.0
3162,0.6249,0.672,0.0,0.328
3163,0.2732,0.259,0.0,0.741
3164,0.6249,0.672,0.0,0.328
3165,0.6249,0.672,0.0,0.328
3166,0.4404,0.492,0.0,0.508
3167,0.6249,0.577,0.0,0.423
3168,0.6249,0.672,0.0,0.328
3169,0.6249,0.672,0.0,0.328
3170,-0.296,0.0,0.268,0.732
3171,0.6249,0.672,0.0,0.328
3172,0.6249,0.672,0.0,0.328
3173,0.4404,0.367,0.0,0.633
3174,0.4019,0.403,0.0,0.597
3175,0.6249,0.672,0.0,0.328
3176,0.6249,0.506,0.0,0.494
3177,0.6249,0.672,0.0,0.328
3178,0.7184,0.667,0.0,0.333
3179,0.4404,0.592,0.0,0.408
3180,0.6249,0.672,0.0,0.328
3181,0.4404,0.592,0.0,0.408
3182,0.2263,0.45,0.279,0.27
3183,0.4404,0.326,0.0,0.674
3184,0.5719,0.649,0.0,0.351
3185,0.5423,0.429,0.0,0.571
3186,0.6249,0.672,0.0,0.328
3187,-0.5106,0.146,0.404,0.449
3188,0.0,0.0,0.0,1.0
3189,0.6249,0.672,0.0,0.328
3190,0.4404,0.42,0.0,0.58
3191,0.6249,0.672,0.0,0.328
3192,0.6808,0.651,0.0,0.349
3193,0.4404,0.492,0.0,0.508
3194,0.6249,0.577,0.0,0.423
3195,0.0,0.0,0.0,1.0
3196,0.2732,0.412,0.0,0.588
3197,0.4754,0.436,0.0,0.564
3198,-0.128,0.222,0.259,0.519
3199,0.3384,0.374,0.0,0.626
3200,0.0,0.0,0.0,1.0
3201,0.6249,0.672,0.0,0.328
3202,0.4404,0.492,0.0,0.508
3203,0.4404,0.492,0.0,0.508
3204,0.0,0.0,0.0,1.0
3205,0.6249,0.672,0.0,0.328
3206,0.4767,0.181,0.0,0.819
3207,0.6249,0.577,0.0,0.423
3208,0.4754,0.436,0.0,0.564
3209,0.6369,0.722,0.0,0.278
3210,0.6249,0.577,0.0,0.423
3211,0.4404,0.592,0.0,0.408
3212,0.4404,0.293,0.0,0.707
3213,0.4404,0.42,0.0,0.58
3214,0.5719,0.649,0.0,0.351
3215,0.6249,0.672,0.0,0.328
3216,0.0772,0.178,0.0,0.822
3217,0.2732,0.412,0.0,0.588
3218,0.0,0.0,0.0,1.0
3219,0.6249,0.672,0.0,0.328
3220,0.2732,0.412,0.0,0.588
3221,0.6249,0.672,0.0,0.328
3222,0.6249,0.672,0.0,0.328
3223,0.0,0.0,0.0,1.0
3224,0.3384,0.374,0.0,0.626
3225,0.9263,0.199,0.06,0.741
3226,0.0,0.0,0.0,1.0
3227,0.6249,0.672,0.0,0.328
3228,0.6249,0.672,0.0,0.328
3229,0.4754,0.508,0.0,0.492
3230,0.6369,0.512,0.0,0.488
3231,0.4404,0.42,0.0,0.58
3232,0.6369,0.512,0.0,0.488
3233,0.6369,0.677,0.0,0.323
3234,0.4404,0.42,0.0,0.58
3235,0.0,0.0,0.0,1.0
3236,0.6249,0.577,0.0,0.423
3237,0.4404,0.592,0.0,0.408
3238,0.4404,0.492,0.0,0.508
3239,0.6249,0.672,0.0,0.328
3240,0.3182,0.315,0.0,0.685
3241,0.3182,0.365,0.0,0.635
3242,0.4404,0.492,0.0,0.508
3243,0.4404,0.492,0.0,0.508
3244,0.4404,0.592,0.0,0.408
3245,0.4404,0.592,0.0,0.408
3246,0.0,0.0,0.0,1.0
3247,0.5994,0.661,0.0,0.339
3248,0.6249,0.577,0.0,0.423
3249,0.6249,0.672,0.0,0.328
3250,0.5267,0.099,0.073,0.828
3251,0.6249,0.804,0.0,0.196
3252,0.8152,0.126,0.028,0.846
3253,0.4404,0.492,0.0,0.508
3254,0.6705,0.733,0.0,0.267
3255,0.6249,0.804,0.0,0.196
3256,0.4404,0.492,0.0,0.508
3257,0.4404,0.492,0.0,0.508
3258,0.907,0.118,0.037,0.846
3259,0.6249,0.577,0.0,0.423
3260,0.8603,0.827,0.0,0.173
3261,0.6369,0.677,0.0,0.323
3262,0.6249,0.672,0.0,0.328
3263,0.6249,0.804,0.0,0.196
3264,0.6249,0.506,0.0,0.494
3265,0.4019,0.39,0.229,0.381
3266,0.6369,0.677,0.0,0.323
3267,0.6249,0.672,0.0,0.328
3268,0.6249,0.451,0.0,0.549
3269,0.6249,0.672,0.0,0.328
3270,0.0,0.0,0.0,1.0
3271,0.4404,0.492,0.0,0.508
3272,0.9274,0.173,0.0,0.827
3273,0.6249,0.672,0.0,0.328
3274,0.0,0.0,0.0,1.0
3275,0.6249,0.672,0.0,0.328
3276,0.8555,0.677,0.0,0.323
3277,0.4404,0.592,0.0,0.408
3278,0.6249,0.577,0.0,0.423
3279,0.0772,0.071,0.0,0.929
3280,0.0,0.0,0.0,1.0
3281,0.5267,0.63,0.0,0.37
3282,0.6249,0.672,0.0,0.328
3283,0.6249,0.451,0.0,0.549
3284,0.4404,0.592,0.0,0.408
3285,0.4404,0.42,0.0,0.58
3286,0.6369,0.583,0.0,0.417
3287,0.0,0.0,0.0,1.0
3288,-0.5267,0.0,0.405,0.595
3289,0.0,0.0,0.0,1.0
3290,0.4215,0.483,0.0,0.517
3291,0.6808,0.286,0.0,0.714
3292,0.5859,0.655,0.0,0.345
3293,0.6369,0.677,0.0,0.323
3294,0.4404,0.492,0.0,0.508
3295,0.0,0.0,0.0,1.0
3296,0.6369,0.583,0.0,0.417
3297,0.0,0.0,0.0,1.0
3298,0.6249,0.672,0.0,0.328
3299,0.4404,0.592,0.0,0.408
3300,0.6249,0.577,0.0,0.423
3301,0.6249,0.804,0.0,0.196
3302,0.6369,0.677,0.0,0.323
3303,0.4767,0.508,0.0,0.492
3304,0.0772,0.206,0.0,0.794
3305,0.6249,0.577,0.0,0.423
3306,0.0,0.0,0.0,1.0
3307,0.4754,0.508,0.0,0.492
3308,0.4404,0.592,0.0,0.408
3309,0.6249,0.804,0.0,0.196
3310,0.2732,0.412,0.0,0.588
3311,-0.9594,0.016,0.228,0.757
3312,0.6369,0.677,0.0,0.323
3313,0.4404,0.592,0.0,0.408
3314,0.0,0.0,0.0,1.0
3315,0.0,0.0,0.0,1.0
3316,0.0,0.0,0.0,1.0
3317,0.2074,0.07,0.072,0.858
3318,0.6249,0.804,0.0,0.196
3319,0.6369,0.583,0.0,0.417
3320,0.6369,0.375,0.0,0.625
3321,0.0772,0.245,0.0,0.755
3322,0.4404,0.492,0.0,0.508
3323,0.6369,0.677,0.0,0.323
3324,0.4404,0.592,0.0,0.408
3325,0.2732,0.412,0.0,0.588
3326,0.5719,0.649,0.0,0.351
3327,0.0,0.0,0.0,1.0
3328,0.2732,0.344,0.0,0.656
3329,0.4404,0.592,0.0,0.408
3330,0.0,0.0,0.0,1.0
3331,0.6369,0.583,0.0,0.417
3332,0.4215,0.583,0.0,0.417
3333,0.0,0.0,0.0,1.0
3334,0.6369,0.677,0.0,0.323
3335,0.6369,0.677,0.0,0.323
3336,0.4404,0.492,0.0,0.508
3337,0.0,0.0,0.0,1.0
3338,0.4754,0.508,0.0,0.492
3339,0.4404,0.592,0.0,0.408
3340,-0.0258,0.343,0.358,0.299
3341,0.6369,0.583,0.0,0.417
3342,0.0,0.0,0.0,1.0
3343,0.0,0.0,0.0,1.0
3344,0.4215,0.583,0.0,0.417
3345,0.6249,0.577,0.0,0.423
3346,0.6115,0.5,0.0,0.5
3347,0.4215,0.583,0.0,0.417
3348,0.5719,0.552,0.0,0.448
3349,-0.5106,0.0,0.524,0.476
3350,0.0,0.0,0.0,1.0
3351,0.0,0.0,0.0,1.0
3352,0.6369,0.677,0.0,0.323
3353,0.6369,0.583,0.0,0.417
3354,0.4215,0.483,0.0,0.517
3355,0.4754,0.436,0.0,0.564
3356,0.0,0.0,0.0,1.0
3357,0.0,0.0,0.0,1.0
3358,0.0,0.0,0.0,1.0
3359,0.6369,0.677,0.0,0.323
3360,0.5994,0.661,0.0,0.339
3361,0.4215,0.583,0.0,0.417
3362,0.6369,0.512,0.0,0.488
3363,0.3182,0.315,0.0,0.685
3364,0.7125,0.413,0.0,0.587
3365,0.4215,0.583,0.0,0.417
3366,0.0,0.0,0.0,1.0
3367,0.4927,0.615,0.0,0.385
3368,0.0,0.0,0.0,1.0
3369,0.0,0.0,0.0,1.0
3370,0.6249,0.672,0.0,0.328
3371,0.6369,0.412,0.0,0.588
3372,0.6369,0.412,0.0,0.588
3373,0.6369,0.512,0.0,0.488
3374,0.5719,0.649,0.0,0.351
3375,0.0,0.0,0.0,1.0
3376,0.9302,0.131,0.016,0.853
3377,0.4215,0.483,0.0,0.517
3378,0.6369,0.808,0.0,0.192
3379,0.6369,0.808,0.0,0.192
3380,0.0,0.0,0.0,1.0
3381,0.4404,0.592,0.0,0.408
3382,0.6369,0.583,0.0,0.417
3383,0.9477,0.212,0.067,0.721
3384,0.9403,0.365,0.0,0.635
3385,-0.5106,0.0,0.524,0.476
3386,0.4404,0.592,0.0,0.408
3387,0.34,0.207,0.0,0.793
3388,0.6369,0.512,0.0,0.488
3389,0.5859,0.202,0.0,0.798
3390,0.3612,0.714,0.0,0.286
3391,0.5859,0.559,0.0,0.441
3392,0.4404,0.592,0.0,0.408
3393,0.0,0.0,0.0,1.0
3394,0.4215,0.149,0.0,0.851
3395,0.0,0.0,0.0,1.0
3396,0.0,0.0,0.0,1.0
3397,0.0,0.0,0.0,1.0
3398,0.0,0.0,0.0,1.0
3399,0.0,0.0,0.0,1.0
3400,-0.5927,0.0,0.188,0.812
3401,0.0,0.0,0.0,1.0
3402,-0.5,0.0,0.191,0.809
3403,-0.296,0.0,0.115,0.885
3404,-0.7184,0.096,0.348,0.556
3405,0.6369,0.677,0.0,0.323
3406,0.0,0.0,0.0,1.0
3407,0.0,0.0,0.0,1.0
3408,0.6369,0.375,0.0,0.625
3409,0.4404,0.492,0.0,0.508
3410,-0.7717,0.0,0.626,0.374
3411,0.4019,0.574,0.0,0.426
3412,0.9186,0.162,0.064,0.774
3413,0.0772,0.206,0.0,0.794
3414,0.0,0.0,0.0,1.0
3415,-0.4588,0.0,0.167,0.833
3416,0.6124,0.417,0.0,0.583
3417,0.4404,0.592,0.0,0.408
3418,0.5994,0.796,0.0,0.204
3419,0.6115,0.4,0.0,0.6
3420,-0.2997,0.0,0.137,0.863
3421,0.0,0.0,0.0,1.0
3422,0.9369,0.365,0.056,0.579
3423,0.0,0.0,0.0,1.0
3424,0.0,0.0,0.0,1.0
3425,0.0,0.0,0.0,1.0
3426,0.0,0.0,0.0,1.0
3427,0.0,0.0,0.0,1.0
3428,0.4404,0.592,0.0,0.408
3429,0.4466,0.746,0.0,0.254
3430,0.0,0.0,0.0,1.0
3431,-0.7096,0.0,0.301,0.699
3432,0.9536,0.292,0.033,0.675
3433,0.0,0.0,0.0,1.0
3434,0.0,0.0,0.0,1.0
3435,-0.296,0.0,0.524,0.476
3436,0.0,0.0,0.0,1.0
3437,0.0,0.0,0.0,1.0
3438,0.0,0.0,0.0,1.0
3439,0.4404,0.744,0.0,0.256
3440,0.0,0.0,0.0,1.0
3441,0.4215,0.583,0.0,0.417
3442,0.0,0.0,0.0,1.0
3443,0.0,0.0,0.0,1.0
3444,0.0,0.0,0.0,1.0
3445,0.4404,0.744,0.0,0.256
3446,0.0,0.0,0.0,1.0
3447,0.0,0.0,0.0,1.0
3448,-0.1027,0.255,0.2,0.545
3449,0.9231,0.86,0.0,0.14
3450,0.5473,0.779,0.0,0.221
3451,0.4404,0.744,0.0,0.256
3452,0.0,0.0,0.0,1.0
3453,0.0,0.0,0.0,1.0
3454,0.0,0.0,0.0,1.0
3455,0.0,0.0,0.0,1.0
3456,0.0,0.0,0.0,1.0
3457,0.4927,0.262,0.0,0.738
3458,0.765,0.139,0.0,0.861
3459,0.0772,0.178,0.0,0.822
3460,0.0,0.0,0.0,1.0
3461,-0.5994,0.153,0.612,0.235
3462,0.4404,0.744,0.0,0.256
3463,0.4215,0.737,0.0,0.263
3464,0.0,0.0,0.0,1.0
3465,0.0,0.0,0.0,1.0
3466,0.0,0.0,0.0,1.0
3467,0.0,0.0,0.0,1.0
3468,0.4404,0.592,0.0,0.408
3469,0.0,0.0,0.0,1.0
3470,0.0,0.0,0.0,1.0
3471,0.4215,0.737,0.0,0.263
3472,0.8074,0.181,0.0,0.819
3473,0.7408,0.556,0.0,0.444
3474,0.0,0.0,0.0,1.0
3475,0.7717,0.626,0.0,0.374
3476,0.0,0.0,0.0,1.0
3477,0.0,0.0,0.0,1.0
3478,0.4215,0.737,0.0,0.263
3479,0.4215,0.737,0.0,0.263
3480,0.9607,0.568,0.0,0.432
3481,0.4215,0.737,0.0,0.263
3482,0.0,0.0,0.0,1.0
3483,0.802,0.356,0.0,0.644
3484,0.0,0.0,0.0,1.0
3485,0.0,0.0,0.0,1.0
3486,0.9607,0.551,0.0,0.449
3487,0.4215,0.737,0.0,0.263
3488,0.0,0.0,0.0,1.0
3489,0.6249,0.577,0.0,0.423
3490,0.7825,0.287,0.049,0.664
3491,0.0,0.0,0.0,1.0
3492,0.0,0.0,0.0,1.0
3493,-0.5106,0.104,0.164,0.731
3494,0.7906,0.368,0.0,0.632
3495,0.8141,0.413,0.093,0.493
3496,0.4917,0.345,0.176,0.479
3497,0.0,0.0,0.0,1.0
3498,0.0,0.0,0.0,1.0
3499,0.6249,0.672,0.0,0.328
3500,0.4404,0.592,0.0,0.408
3501,0.6249,0.672,0.0,0.328
3502,0.0,0.0,0.0,1.0
3503,0.4215,0.737,0.0,0.263
3504,0.4927,0.39,0.0,0.61
3505,0.4215,0.737,0.0,0.263
3506,0.9003,0.478,0.0,0.522
3507,0.0,0.0,0.0,1.0
3508,0.7845,0.633,0.0,0.367
3509,0.0,0.0,0.0,1.0
3510,-0.3818,0.0,0.245,0.755
3511,0.6249,0.804,0.0,0.196
3512,0.802,0.643,0.0,0.357
3513,0.3182,0.15,0.0,0.85
3514,0.0,0.0,0.0,1.0
3515,0.0,0.0,0.0,1.0
3516,0.4939,0.07,0.021,0.909
3517,0.3182,0.126,0.0,0.874
3518,0.886,0.565,0.0,0.435
3519,0.0,0.0,0.0,1.0
3520,-0.3384,0.037,0.077,0.886
3521,0.3818,0.133,0.0,0.867
3522,0.3182,0.247,0.0,0.753
3523,0.3612,0.161,0.0,0.839
3524,0.0,0.0,0.0,1.0
3525,0.0,0.0,0.0,1.0
3526,0.0,0.0,0.0,1.0
3527,0.0,0.0,0.0,1.0
3528,0.4497,0.156,0.0,0.844
3529,-0.5719,0.0,0.266,0.734
3530,0.4215,0.737,0.0,0.263
3531,0.6249,0.506,0.0,0.494
3532,0.8779,0.437,0.0,0.563
3533,-0.5267,0.0,0.459,0.541
3534,-0.7761,0.073,0.296,0.632
3535,-0.7717,0.0,0.456,0.544
3536,0.0,0.0,0.0,1.0
3537,0.3182,0.247,0.0,0.753
3538,-0.4767,0.0,0.608,0.392
3539,-0.34,0.0,0.444,0.556
3540,-0.5095,0.0,0.082,0.918
3541,0.0,0.0,0.0,1.0
3542,0.768,0.049,0.012,0.939
3543,-0.2991,0.063,0.065,0.871
3544,0.0,0.0,0.0,1.0
3545,0.9036,0.425,0.05,0.524
3546,0.836,0.471,0.0,0.529
3547,0.8074,0.477,0.0,0.523
3548,0.1531,0.157,0.129,0.714
3549,0.5389,0.25,0.111,0.639
3550,0.0,0.0,0.0,1.0
3551,-0.2732,0.0,0.11,0.89
3552,0.0,0.0,0.0,1.0
3553,0.0,0.0,0.0,1.0
3554,0.0,0.0,0.0,1.0
3555,0.0,0.0,0.0,1.0
3556,0.0,0.0,0.0,1.0
3557,0.0,0.0,0.0,1.0
3558,0.0,0.0,0.0,1.0
3559,0.0,0.0,0.0,1.0
3560,0.0,0.0,0.0,1.0
3561,0.0,0.0,0.0,1.0
3562,0.0,0.0,0.0,1.0
3563,0.0,0.0,0.0,1.0
3564,0.0,0.0,0.0,1.0
3565,0.0,0.0,0.0,1.0
3566,0.4215,0.237,0.0,0.763
3567,0.0,0.0,0.0,1.0
3568,0.0,0.0,0.0,1.0
3569,0.0,0.0,0.0,1.0
3570,0.0,0.0,0.0,1.0
3571,0.0,0.0,0.0,1.0
3572,0.0,0.0,0.0,1.0
3573,0.0,0.0,0.0,1.0
3574,0.0,0.0,0.0,1.0
3575,0.0,0.0,0.0,1.0
3576,0.0,0.0,0.0,1.0
3577,0.0,0.0,0.0,1.0
3578,0.0,0.0,0.0,1.0
3579,0.0,0.0,0.0,1.0
3580,0.0,0.0,0.0,1.0
3581,0.0,0.0,0.0,1.0
3582,0.0,0.0,0.0,1.0
3583,0.0,0.0,0.0,1.0
3584,0.0,0.0,0.0,1.0
3585,0.0,0.0,0.0,1.0
3586,0.7178,0.5,0.0,0.5
3587,0.0,0.0,0.0,1.0
3588,0.5994,0.412,0.0,0.588
3589,-0.5267,0.0,0.145,0.855
3590,0.0,0.0,0.0,1.0
3591,0.0,0.0,0.0,1.0
3592,-0.2411,0.0,0.094,0.906
3593,0.0,0.0,0.0,1.0
3594,0.0,0.0,0.0,1.0
3595,-0.1027,0.0,0.091,0.909
3596,0.0,0.0,0.0,1.0
3597,0.0,0.0,0.0,1.0
3598,0.0,0.0,0.0,1.0
3599,0.0,0.0,0.0,1.0
3600,0.1901,0.093,0.0,0.907
3601,0.0,0.0,0.0,1.0
3602,0.9535,0.085,0.058,0.857
3603,0.8519,0.454,0.0,0.546
3604,0.0,0.0,0.0,1.0
3605,0.9022,0.466,0.0,0.534
3606,0.0,0.0,0.0,1.0
3607,0.6249,0.577,0.0,0.423
3608,0.0,0.0,0.0,1.0
3609,0.6369,0.677,0.0,0.323
3610,0.0772,0.126,0.0,0.874
3611,0.0,0.0,0.0,1.0
3612,0.0,0.0,0.0,1.0
3613,0.1531,0.191,0.0,0.809
3614,0.2732,0.412,0.0,0.588
3615,0.0,0.0,0.0,1.0
3616,0.0,0.0,0.0,1.0
3617,0.0,0.0,0.0,1.0
3618,0.8555,0.202,0.0,0.798
3619,0.4215,0.583,0.0,0.417
3620,0.703,0.421,0.0,0.579
3621,0.0,0.0,0.0,1.0
3622,0.4215,0.583,0.0,0.417
3623,0.0,0.0,0.0,1.0
3624,0.0,0.0,0.0,1.0
3625,-0.4728,0.0,0.235,0.765
3626,0.0,0.0,0.0,1.0
3627,0.6369,0.318,0.0,0.682
3628,0.0,0.0,0.0,1.0
3629,-0.6705,0.0,0.733,0.267
3630,0.7506,0.39,0.0,0.61
3631,0.0,0.0,0.0,1.0
3632,0.0,0.0,0.0,1.0
3633,0.0,0.0,0.0,1.0
3634,0.0,0.0,0.0,1.0
3635,0.0,0.0,0.0,1.0
3636,0.0,0.0,0.0,1.0
3637,0.0,0.0,0.0,1.0
3638,0.0,0.0,0.0,1.0
3639,0.0,0.0,0.0,1.0
3640,0.0,0.0,0.0,1.0
3641,0.0,0.0,0.0,1.0
3642,0.0,0.0,0.0,1.0
3643,0.0,0.0,0.0,1.0
3644,0.0,0.0,0.0,1.0
3645,0.0,0.0,0.0,1.0
3646,0.0,0.0,0.0,1.0
3647,0.0,0.0,0.0,1.0
3648,0.0,0.0,0.0,1.0
3649,0.0,0.0,0.0,1.0
3650,0.0,0.0,0.0,1.0
3651,0.0,0.0,0.0,1.0
3652,0.0,0.0,0.0,1.0
3653,0.0,0.0,0.0,1.0
3654,0.0,0.0,0.0,1.0
3655,0.0,0.0,0.0,1.0
3656,0.0,0.0,0.0,1.0
3657,0.0,0.0,0.0,1.0
3658,0.0,0.0,0.0,1.0
3659,0.0,0.0,0.0,1.0
3660,0.0,0.0,0.0,1.0
3661,0.0,0.0,0.0,1.0
3662,0.0,0.0,0.0,1.0
3663,0.0,0.0,0.0,1.0
3664,0.0,0.0,0.0,1.0
3665,0.0,0.0,0.0,1.0
3666,0.0,0.0,0.0,1.0
3667,0.0,0.0,0.0,1.0
3668,0.0,0.0,0.0,1.0
3669,0.0,0.0,0.0,1.0
3670,0.0,0.0,0.0,1.0
3671,0.0,0.0,0.0,1.0
3672,0.0,0.0,0.0,1.0
3673,0.0,0.0,0.0,1.0
3674,0.0,0.0,0.0,1.0
3675,0.0,0.0,0.0,1.0
3676,0.0,0.0,0.0,1.0
3677,0.0,0.0,0.0,1.0
3678,0.0258,0.184,0.176,0.64
3679,0.0,0.0,0.0,1.0
3680,0.0,0.0,0.0,1.0
3681,0.0,0.0,0.0,1.0
3682,0.0,0.0,0.0,1.0
3683,0.0,0.0,0.0,1.0
3684,0.0,0.0,0.0,1.0
3685,0.0,0.0,0.0,1.0
3686,0.0,0.0,0.0,1.0
3687,0.0,0.0,0.0,1.0
3688,0.0,0.0,0.0,1.0
3689,0.7845,0.385,0.0,0.615
3690,0.0,0.0,0.0,1.0
3691,0.0,0.0,0.0,1.0
3692,0.0,0.0,0.0,1.0
3693,-0.5267,0.06,0.138,0.803
3694,0.0,0.0,0.0,1.0
3695,-0.5859,0.0,0.072,0.928
3696,0.0,0.0,0.0,1.0
3697,0.0,0.0,0.0,1.0
3698,0.9264,0.381,0.0,0.619
3699,0.3182,0.315,0.0,0.685
3700,0.4215,0.737,0.0,0.263
3701,0.0,0.0,0.0,1.0
3702,0.8913,0.132,0.068,0.799
3703,0.8282,0.116,0.08,0.804
3704,0.0,0.0,0.0,1.0
3705,0.0,0.0,0.0,1.0
3706,0.5719,0.198,0.0,0.802
3707,0.0,0.0,0.0,1.0
3708,0.0,0.0,0.0,1.0
3709,0.0,0.0,0.0,1.0
3710,0.0,0.0,0.0,1.0
3711,0.5423,0.31,0.0,0.69
3712,0.807,0.409,0.0,0.591
3713,0.6081,0.123,0.064,0.813
3714,0.6249,0.672,0.0,0.328
3715,0.4215,0.583,0.0,0.417
3716,0.7783,0.493,0.0,0.507
3717,0.5222,0.457,0.0,0.543
3718,-0.6369,0.12,0.509,0.37
3719,0.7783,0.609,0.0,0.391
3720,0.0,0.0,0.0,1.0
3721,0.0,0.0,0.0,1.0
3722,0.6249,0.672,0.0,0.328
3723,0.0,0.0,0.0,1.0
3724,0.6249,0.672,0.0,0.328
3725,0.6249,0.672,0.0,0.328
3726,0.0,0.0,0.0,1.0
3727,0.6249,0.672,0.0,0.328
3728,0.0,0.0,0.0,1.0
3729,0.0,0.0,0.0,1.0
3730,0.0,0.0,0.0,1.0
3731,0.0,0.0,0.0,1.0
3732,0.4404,0.492,0.0,0.508
3733,0.0,0.0,0.0,1.0
