,compound,positive,negative,neutral
741,0.0,0.0,0.0,1.0
742,0.4019,0.278,0.0,0.722
743,-0.1593,0.131,0.144,0.725
744,0.9231,0.704,0.0,0.296
745,0.2732,0.412,0.0,0.588
746,0.6369,0.677,0.0,0.323
747,0.4404,0.42,0.0,0.58
748,0.6249,0.672,0.0,0.328
749,0.4404,0.744,0.0,0.256
750,0.6369,0.512,0.0,0.488
751,0.6369,0.677,0.0,0.323
752,0.4404,0.492,0.0,0.508
753,0.0,0.0,0.0,1.0
754,0.6369,0.677,0.0,0.323
755,0.0,0.0,0.0,1.0
756,0.4215,0.583,0.0,0.417
757,0.6249,0.577,0.0,0.423
758,0.4404,0.592,0.0,0.408
759,0.6249,0.369,0.0,0.631
760,0.0772,0.394,0.0,0.606
761,0.4215,0.583,0.0,0.417
762,0.8074,0.88,0.0,0.12
763,0.0,0.0,0.0,1.0
764,0.6369,0.677,0.0,0.323
765,0.0,0.0,0.0,1.0
766,0.0,0.0,0.0,1.0
767,0.0,0.0,0.0,1.0
768,0.4927,0.615,0.0,0.385
769,0.4767,0.22,0.0,0.78
770,0.0,0.0,0.0,1.0
771,0.4215,0.583,0.0,0.417
772,0.6369,0.412,0.0,0.588
773,0.0,0.0,0.0,1.0
774,0.6369,0.677,0.0,0.323
775,0.4404,0.492,0.0,0.508
776,0.7125,0.712,0.0,0.288
777,0.1045,0.199,0.166,0.635
778,-0.296,0.0,0.524,0.476
779,0.0,0.0,0.0,1.0
780,0.0,0.0,0.0,1.0
781,0.0,0.0,0.0,1.0
782,0.6369,0.677,0.0,0.323
783,0.7125,0.712,0.0,0.288
784,0.6369,0.677,0.0,0.323
785,0.6249,0.672,0.0,0.328
786,0.3182,0.223,0.0,0.777
787,0.6249,0.451,0.0,0.549
788,0.0,0.0,0.0,1.0
789,0.0,0.0,0.0,1.0
790,0.6369,0.677,0.0,0.323
791,0.0,0.0,0.0,1.0
792,0.0,0.0,0.0,1.0
793,0.0,0.0,0.0,1.0
794,0.8428,0.251,0.0,0.749
795,0.6369,0.677,0.0,0.323
796,0.7964,0.372,0.0,0.628
797,-0.296,0.0,0.268,0.732
798,-0.296,0.0,0.087,0.913
799,0.5719,0.306,0.179,0.515
800,-0.7574,0.015,0.102,0.884
801,0.0,0.0,0.0,1.0
802,0.6249,0.672,0.0,0.328
803,0.6369,0.375,0.0,0.625
804,0.0,0.0,0.0,1.0
805,0.6249,0.672,0.0,0.328
806,0.6249,0.672,0.0,0.328
807,0.0,0.0,0.0,1.0
808,0.7635,0.376,0.119,0.505
809,0.6124,0.312,0.0,0.688
810,0.0,0.0,0.0,1.0
811,0.6249,0.672,0.0,0.328
812,0.6369,0.677,0.0,0.323
813,0.6249,0.577,0.0,0.423
814,0.0,0.0,0.0,1.0
815,0.7506,0.762,0.0,0.238
816,0.6249,0.672,0.0,0.328
817,0.6808,0.412,0.0,0.588
818,0.0,0.0,0.0,1.0
819,0.5719,0.381,0.0,0.619
820,0.0,0.0,0.0,1.0
821,0.5563,0.183,0.0,0.817
822,0.4404,0.42,0.0,0.58
823,0.9312,0.481,0.0,0.519
824,-0.296,0.0,0.196,0.804
825,-0.8456,0.06,0.146,0.794
826,0.9719,0.353,0.0,0.647
827,0.7717,0.528,0.0,0.472
828,0.6369,0.457,0.0,0.543
829,0.6369,0.677,0.0,0.323
830,0.6249,0.506,0.0,0.494
831,0.7081,0.37,0.0,0.63
832,0.8074,0.51,0.0,0.49
833,-0.2273,0.023,0.039,0.938
834,0.4767,0.279,0.0,0.721
835,0.8074,0.36,0.0,0.64
836,0.8746,0.45,0.0,0.55
837,0.7579,0.481,0.0,0.519
838,0.8074,0.549,0.0,0.451
839,0.4767,0.307,0.0,0.693
840,0.6369,0.457,0.0,0.543
841,0.4019,0.197,0.0,0.803
842,0.4767,0.383,0.0,0.617
843,0.6249,0.506,0.0,0.494
844,0.8225,0.163,0.0,0.837
845,-0.3899,0.049,0.102,0.85
846,0.4404,0.293,0.0,0.707
847,0.4199,0.259,0.0,0.741
848,0.836,0.418,0.0,0.582
849,0.802,0.59,0.0,0.41
850,0.0,0.0,0.0,1.0
851,0.6249,0.451,0.0,0.549
852,-0.4767,0.102,0.268,0.63
853,0.6369,0.375,0.0,0.625
854,0.6697,0.379,0.0,0.621
855,0.7717,0.691,0.0,0.309
856,0.0,0.0,0.0,1.0
857,0.6369,0.375,0.0,0.625
858,0.6369,0.344,0.0,0.656
859,0.4019,0.231,0.0,0.769
860,0.7003,0.537,0.0,0.463
861,0.4767,0.341,0.0,0.659
862,0.6369,0.412,0.0,0.588
863,0.0,0.0,0.0,1.0
864,0.8271,0.685,0.0,0.315
865,0.8074,0.549,0.0,0.451
866,0.6369,0.457,0.0,0.543
867,0.8074,0.51,0.0,0.49
868,-0.8658,0.041,0.193,0.767
869,0.6369,0.344,0.0,0.656
870,0.0258,0.17,0.163,0.667
871,0.6369,0.512,0.0,0.488
872,0.7003,0.592,0.0,0.408
873,0.6369,0.583,0.0,0.417
874,0.0,0.0,0.0,1.0
875,0.6369,0.512,0.0,0.488
876,0.4278,0.288,0.0,0.712
877,0.0,0.0,0.0,1.0
878,0.0,0.0,0.0,1.0
879,0.0,0.0,0.0,1.0
880,0.7481,0.414,0.0,0.586
881,0.7125,0.552,0.0,0.448
882,0.7125,0.622,0.0,0.378
883,0.0,0.0,0.0,1.0
884,0.7906,0.636,0.0,0.364
885,0.9738,0.241,0.021,0.738
886,0.0772,0.115,0.0,0.885
887,0.4767,0.437,0.0,0.563
888,-0.1779,0.168,0.211,0.621
889,0.0,0.0,0.0,1.0
890,0.0,0.0,0.0,1.0
891,0.802,0.474,0.0,0.526
892,0.8147,0.192,0.087,0.721
893,0.8402,0.667,0.0,0.333
894,0.4767,0.437,0.0,0.563
895,0.6908,0.533,0.0,0.467
896,0.9796,0.305,0.0,0.695
897,0.7579,0.481,0.0,0.519
898,0.6369,0.583,0.0,0.417
899,0.7845,0.535,0.0,0.465
900,0.4754,0.382,0.0,0.618
901,0.5994,0.494,0.0,0.506
902,0.0,0.0,0.0,1.0
903,0.6369,0.344,0.0,0.656
904,0.6369,0.457,0.0,0.543
905,0.3182,0.277,0.0,0.723
906,0.8689,0.583,0.0,0.417
907,0.7964,0.703,0.0,0.297
908,0.0,0.0,0.0,1.0
909,0.6369,0.512,0.0,0.488
910,0.6369,0.512,0.0,0.488
911,0.8316,0.722,0.0,0.278
912,0.3818,0.17,0.151,0.679
913,0.0258,0.159,0.152,0.69
914,0.0,0.0,0.0,1.0
915,0.6369,0.583,0.0,0.417
916,-0.5106,0.0,0.398,0.602
917,0.3818,0.565,0.0,0.435
918,0.6249,0.577,0.0,0.423
919,0.6369,0.512,0.0,0.488
920,0.3182,0.247,0.0,0.753
921,0.0,0.0,0.0,1.0
922,0.0,0.0,0.0,1.0
923,0.6249,0.577,0.0,0.423
924,0.6369,0.457,0.0,0.543
925,0.6369,0.457,0.0,0.543
926,0.6369,0.677,0.0,0.323
927,0.9873,0.266,0.057,0.677
928,0.6369,0.677,0.0,0.323
929,0.6369,0.677,0.0,0.323
930,0.6369,0.677,0.0,0.323
931,0.0,0.0,0.0,1.0
932,0.6369,0.677,0.0,0.323
933,0.0,0.0,0.0,1.0
934,0.6369,0.677,0.0,0.323
935,0.3612,0.455,0.0,0.545
936,0.0,0.0,0.0,1.0
937,0.6369,0.512,0.0,0.488
938,-0.4337,0.069,0.08,0.85
939,0.9583,0.241,0.0,0.759
940,0.6369,0.583,0.0,0.417
941,0.0772,0.126,0.0,0.874
942,0.6369,0.677,0.0,0.323
943,0.5379,0.465,0.0,0.535
944,0.7845,0.58,0.0,0.42
945,0.6369,0.677,0.0,0.323
946,0.6249,0.577,0.0,0.423
947,0.6369,0.677,0.0,0.323
948,0.6369,0.677,0.0,0.323
949,-0.296,0.0,0.524,0.476
950,0.6249,0.672,0.0,0.328
951,0.6369,0.677,0.0,0.323
952,0.0,0.0,0.0,1.0
953,0.0,0.0,0.0,1.0
954,0.4754,0.436,0.0,0.564
955,0.6369,0.677,0.0,0.323
956,0.6369,0.677,0.0,0.323
957,0.6369,0.512,0.0,0.488
958,0.6369,0.512,0.0,0.488
959,0.6369,0.677,0.0,0.323
960,0.6369,0.677,0.0,0.323
961,0.5994,0.661,0.0,0.339
962,0.5994,0.45,0.0,0.55
963,0.9683,0.324,0.0,0.676
964,0.807,0.646,0.0,0.354
965,0.4215,0.483,0.0,0.517
966,0.6249,0.672,0.0,0.328
967,0.8402,0.17,0.0,0.83
968,0.2732,0.412,0.0,0.588
969,0.6369,0.583,0.0,0.417
970,0.6369,0.677,0.0,0.323
971,0.6369,0.677,0.0,0.323
972,-0.296,0.0,0.423,0.577
973,0.6369,0.677,0.0,0.323
974,0.0,0.0,0.0,1.0
975,0.9042,0.128,0.017,0.855
976,0.6249,0.672,0.0,0.328
977,0.0,0.0,0.0,1.0
978,-0.657,0.0,0.354,0.646
979,0.0258,0.159,0.152,0.69
980,0.0,0.0,0.0,1.0
981,-0.876,0.027,0.155,0.818
982,-0.4215,0.0,0.259,0.741
983,0.9637,0.302,0.033,0.665
984,0.6369,0.583,0.0,0.417
985,0.0,0.0,0.0,1.0
986,0.5994,0.495,0.0,0.505
987,0.4019,0.474,0.0,0.526
988,-0.2732,0.0,0.296,0.704
989,0.4404,0.592,0.0,0.408
990,0.0,0.0,0.0,1.0
991,0.6249,0.451,0.0,0.549
992,0.7003,0.079,0.0,0.921
993,0.4404,0.592,0.0,0.408
994,0.8316,0.565,0.0,0.435
995,0.6369,0.583,0.0,0.417
996,0.3956,0.07,0.053,0.877
997,0.0,0.0,0.0,1.0
998,0.0,0.0,0.0,1.0
999,0.0,0.0,0.0,1.0
1000,0.7506,0.122,0.025,0.853
1001,0.6369,0.677,0.0,0.323
1002,0.7783,0.183,0.074,0.742
1003,0.802,0.507,0.0,0.493
1004,0.6249,0.406,0.0,0.594
1005,0.0,0.0,0.0,1.0
1006,0.9783,0.328,0.0,0.672
1007,0.6249,0.506,0.0,0.494
1008,0.0,0.0,0.0,1.0
1009,0.6369,0.677,0.0,0.323
1010,0.6249,0.451,0.0,0.549
1011,0.0,0.0,0.0,1.0
1012,0.6249,0.506,0.0,0.494
1013,0.0,0.0,0.0,1.0
1014,0.431,0.094,0.0,0.906
1015,0.6369,0.276,0.0,0.724
1016,0.6369,0.677,0.0,0.323
1017,0.0,0.0,0.0,1.0
1018,0.0,0.0,0.0,1.0
1019,0.4767,0.341,0.0,0.659
1020,0.5256,0.361,0.0,0.639
1021,0.7384,0.512,0.0,0.488
1022,0.0,0.0,0.0,1.0
1023,0.6369,0.677,0.0,0.323
1024,0.0,0.0,0.0,1.0
1025,0.6249,0.406,0.0,0.594
1026,0.4215,0.259,0.0,0.741
1027,0.0,0.0,0.0,1.0
1028,0.8573,0.703,0.0,0.297
1029,0.8402,0.692,0.0,0.308
1030,0.3182,0.247,0.0,0.753
1031,0.6369,0.412,0.0,0.588
1032,0.3818,0.086,0.041,0.873
1033,0.6249,0.577,0.0,0.423
1034,0.9081,0.792,0.0,0.208
1035,0.802,0.706,0.0,0.294
1036,0.8481,0.477,0.0,0.523
1037,0.8481,0.732,0.0,0.268
1038,0.6249,0.451,0.0,0.549
1039,0.6249,0.339,0.0,0.661
1040,0.4767,0.341,0.0,0.659
1041,0.6249,0.577,0.0,0.423
1042,0.5994,0.62,0.0,0.38
1043,0.4404,0.367,0.0,0.633
1044,0.6249,0.577,0.0,0.423
1045,0.4767,0.279,0.0,0.721
1046,0.3182,0.315,0.0,0.685
1047,0.9037,0.788,0.0,0.212
1048,0.6369,0.583,0.0,0.417
1049,0.7845,0.633,0.0,0.367
1050,0.5678,0.38,0.0,0.62
1051,0.3612,0.263,0.0,0.737
1052,0.4767,0.437,0.0,0.563
1053,0.6249,0.672,0.0,0.328
1054,0.7163,0.624,0.0,0.376
1055,0.7003,0.592,0.0,0.408
1056,0.6249,0.577,0.0,0.423
1057,0.6249,0.406,0.0,0.594
1058,0.6249,0.506,0.0,0.494
1059,0.6249,0.577,0.0,0.423
1060,0.6249,0.577,0.0,0.423
1061,0.0,0.0,0.0,1.0
1062,0.4588,0.429,0.0,0.571
1063,0.4767,0.437,0.0,0.563
1064,0.6249,0.577,0.0,0.423
1065,0.0,0.0,0.0,1.0
1066,0.4767,0.437,0.0,0.563
1067,0.4767,0.437,0.0,0.563
1068,0.7906,0.583,0.0,0.417
1069,0.0,0.0,0.0,1.0
1070,0.4767,0.383,0.0,0.617
1071,0.6249,0.577,0.0,0.423
1072,0.8519,0.675,0.0,0.325
1073,0.6249,0.577,0.0,0.423
1074,0.6249,0.451,0.0,0.549
1075,0.6249,0.506,0.0,0.494
1076,0.4767,0.508,0.0,0.492
1077,0.3182,0.315,0.0,0.685
1078,0.6249,0.577,0.0,0.423
1079,0.6249,0.672,0.0,0.328
1080,0.6249,0.577,0.0,0.423
1081,0.7163,0.713,0.0,0.287
1082,0.6249,0.672,0.0,0.328
1083,0.6249,0.577,0.0,0.423
1084,0.6369,0.583,0.0,0.417
1085,0.6249,0.577,0.0,0.423
1086,0.659,0.594,0.0,0.406
1087,0.8788,0.289,0.102,0.609
1088,0.6249,0.672,0.0,0.328
1089,0.6249,0.672,0.0,0.328
1090,0.0,0.0,0.0,1.0
1091,0.4019,0.474,0.0,0.526
1092,-0.4465,0.059,0.084,0.856
1093,0.0772,0.178,0.0,0.822
1094,0.6369,0.512,0.0,0.488
1095,0.4767,0.383,0.0,0.617
1096,0.0,0.0,0.0,1.0
1097,0.0,0.0,0.0,1.0
1098,0.6249,0.577,0.0,0.423
1099,0.0,0.0,0.0,1.0
1100,0.5719,0.481,0.0,0.519
1101,0.6249,0.672,0.0,0.328
1102,0.4767,0.508,0.0,0.492
1103,0.4767,0.341,0.0,0.659
1104,0.6249,0.451,0.0,0.549
1105,0.6249,0.672,0.0,0.328
1106,0.6369,0.583,0.0,0.417
1107,0.6249,0.672,0.0,0.328
1108,0.0,0.0,0.0,1.0
1109,0.6249,0.672,0.0,0.328
1110,0.6249,0.506,0.0,0.494
1111,0.4404,0.492,0.0,0.508
1112,0.6249,0.672,0.0,0.328
1113,0.5106,0.398,0.0,0.602
1114,0.4404,0.492,0.0,0.508
1115,0.2732,0.231,0.0,0.769
1116,0.6249,0.672,0.0,0.328
1117,0.4927,0.516,0.0,0.484
1118,0.6249,0.672,0.0,0.328
1119,0.6249,0.577,0.0,0.423
1120,0.0,0.0,0.0,1.0
1121,0.4404,0.42,0.0,0.58
1122,0.4404,0.592,0.0,0.408
1123,0.0,0.0,0.0,1.0
1124,0.6249,0.577,0.0,0.423
1125,0.0,0.0,0.0,1.0
1126,0.6369,0.512,0.0,0.488
1127,0.6249,0.672,0.0,0.328
1128,0.6249,0.672,0.0,0.328
1129,0.4939,0.286,0.0,0.714
1130,0.6249,0.506,0.0,0.494
1131,0.0,0.0,0.0,1.0
1132,0.4767,0.508,0.0,0.492
1133,0.6249,0.506,0.0,0.494
1134,0.6249,0.577,0.0,0.423
1135,0.0,0.0,0.0,1.0
1136,0.4767,0.437,0.0,0.563
1137,0.2732,0.512,0.0,0.488
1138,0.4404,0.492,0.0,0.508
1139,0.6249,0.672,0.0,0.328
1140,0.0,0.0,0.0,1.0
1141,0.0,0.0,0.0,1.0
1142,0.4754,0.436,0.0,0.564
1143,0.4767,0.508,0.0,0.492
1144,0.4767,0.437,0.0,0.563
1145,0.4927,0.516,0.0,0.484
1146,0.0,0.0,0.0,1.0
1147,0.6249,0.672,0.0,0.328
1148,0.6249,0.506,0.0,0.494
1149,0.6369,0.512,0.0,0.488
1150,-0.3182,0.0,0.365,0.635
1151,0.6369,0.512,0.0,0.488
1152,0.6249,0.672,0.0,0.328
1153,0.6249,0.577,0.0,0.423
1154,0.0,0.0,0.0,1.0
1155,0.4754,0.508,0.0,0.492
1156,0.4767,0.508,0.0,0.492
1157,0.802,0.783,0.0,0.217
1158,0.4019,0.474,0.0,0.526
1159,0.4404,0.492,0.0,0.508
1160,0.6249,0.577,0.0,0.423
1161,0.8991,0.113,0.06,0.827
1162,0.4404,0.492,0.0,0.508
1163,0.4404,0.492,0.0,0.508
1164,0.3182,0.315,0.0,0.685
1165,0.4404,0.492,0.0,0.508
1166,0.6249,0.672,0.0,0.328
1167,0.802,0.706,0.0,0.294
1168,0.3612,0.455,0.0,0.545
1169,0.6249,0.672,0.0,0.328
1170,0.6249,0.672,0.0,0.328
1171,0.4404,0.492,0.0,0.508
1172,0.4767,0.508,0.0,0.492
1173,0.6249,0.672,0.0,0.328
1174,0.0,0.0,0.0,1.0
1175,0.0,0.0,0.0,1.0
1176,0.6249,0.672,0.0,0.328
1177,0.2732,0.259,0.0,0.741
1178,0.6249,0.672,0.0,0.328
1179,0.6249,0.672,0.0,0.328
1180,0.4404,0.492,0.0,0.508
1181,0.6249,0.577,0.0,0.423
1182,0.6249,0.672,0.0,0.328
1183,0.6249,0.672,0.0,0.328
1184,-0.296,0.0,0.268,0.732
1185,0.6249,0.672,0.0,0.328
1186,0.6249,0.672,0.0,0.328
1187,0.4404,0.367,0.0,0.633
1188,0.4019,0.403,0.0,0.597
1189,0.6249,0.672,0.0,0.328
1190,0.6249,0.506,0.0,0.494
1191,0.6249,0.672,0.0,0.328
1192,0.7184,0.667,0.0,0.333
1193,0.4404,0.592,0.0,0.408
1194,0.6249,0.672,0.0,0.328
1195,0.4404,0.592,0.0,0.408
1196,0.2263,0.45,0.279,0.27
1197,0.4404,0.326,0.0,0.674
1198,0.5719,0.649,0.0,0.351
1199,0.5423,0.429,0.0,0.571
1200,0.6249,0.672,0.0,0.328
1201,-0.5106,0.146,0.404,0.449
1202,0.0,0.0,0.0,1.0
1203,0.6249,0.672,0.0,0.328
1204,0.4404,0.42,0.0,0.58
1205,0.6249,0.672,0.0,0.328
1206,0.6808,0.651,0.0,0.349
1207,0.4404,0.492,0.0,0.508
1208,0.6249,0.577,0.0,0.423
1209,0.0,0.0,0.0,1.0
1210,0.2732,0.412,0.0,0.588
1211,0.4754,0.436,0.0,0.564
1212,-0.128,0.222,0.259,0.519
1213,0.3384,0.374,0.0,0.626
1214,0.0,0.0,0.0,1.0
1215,0.6249,0.672,0.0,0.328
1216,0.4404,0.492,0.0,0.508
1217,0.4404,0.492,0.0,0.508
1218,0.0,0.0,0.0,1.0
1219,0.6249,0.672,0.0,0.328
1220,0.4767,0.181,0.0,0.819
1221,0.6249,0.577,0.0,0.423
1222,0.4754,0.436,0.0,0.564
1223,0.6369,0.722,0.0,0.278
1224,0.6249,0.577,0.0,0.423
1225,0.4404,0.592,0.0,0.408
1226,0.4404,0.293,0.0,0.707
1227,0.4404,0.42,0.0,0.58
1228,0.5719,0.649,0.0,0.351
1229,0.6249,0.672,0.0,0.328
1230,0.0772,0.178,0.0,0.822
1231,0.2732,0.412,0.0,0.588
1232,0.0,0.0,0.0,1.0
1233,0.6249,0.672,0.0,0.328
1234,0.0,0.0,0.0,1.0
1235,0.2732,0.412,0.0,0.588
1236,0.6249,0.672,0.0,0.328
1237,0.6249,0.672,0.0,0.328
1238,0.0,0.0,0.0,1.0
1239,0.3384,0.374,0.0,0.626
1240,0.9263,0.199,0.06,0.741
1241,0.0,0.0,0.0,1.0
1242,0.6249,0.672,0.0,0.328
1243,0.6249,0.672,0.0,0.328
1244,0.4754,0.508,0.0,0.492
1245,0.6369,0.512,0.0,0.488
1246,0.4404,0.42,0.0,0.58
1247,0.6369,0.512,0.0,0.488
1248,0.6369,0.677,0.0,0.323
1249,0.4404,0.42,0.0,0.58
1250,0.0,0.0,0.0,1.0
1251,0.6249,0.577,0.0,0.423
1252,0.4404,0.592,0.0,0.408
1253,0.4404,0.492,0.0,0.508
1254,0.6249,0.672,0.0,0.328
1255,0.3182,0.315,0.0,0.685
1256,0.3182,0.365,0.0,0.635
1257,0.4404,0.492,0.0,0.508
1258,0.4404,0.492,0.0,0.508
1259,0.4404,0.592,0.0,0.408
1260,0.4404,0.592,0.0,0.408
1261,0.0,0.0,0.0,1.0
1262,0.5994,0.661,0.0,0.339
1263,0.6249,0.577,0.0,0.423
1264,0.6249,0.672,0.0,0.328
1265,0.5267,0.099,0.073,0.828
1266,0.6249,0.804,0.0,0.196
1267,0.8152,0.126,0.028,0.846
1268,0.4404,0.492,0.0,0.508
1269,0.6705,0.733,0.0,0.267
1270,0.6249,0.804,0.0,0.196
1271,0.4404,0.492,0.0,0.508
1272,0.4404,0.492,0.0,0.508
1273,0.907,0.118,0.037,0.846
1274,0.6249,0.577,0.0,0.423
1275,0.8603,0.827,0.0,0.173
1276,0.6369,0.677,0.0,0.323
1277,0.6249,0.672,0.0,0.328
1278,0.6249,0.804,0.0,0.196
1279,0.6249,0.506,0.0,0.494
1280,0.6369,0.677,0.0,0.323
1281,0.6249,0.672,0.0,0.328
1282,0.6249,0.451,0.0,0.549
1283,0.6249,0.672,0.0,0.328
1284,0.0,0.0,0.0,1.0
1285,0.4404,0.492,0.0,0.508
1286,0.9274,0.173,0.0,0.827
1287,0.6249,0.672,0.0,0.328
1288,0.0,0.0,0.0,1.0
1289,0.6249,0.672,0.0,0.328
1290,0.8555,0.677,0.0,0.323
1291,0.4404,0.592,0.0,0.408
1292,0.6249,0.577,0.0,0.423
1293,0.0772,0.071,0.0,0.929
1294,0.0,0.0,0.0,1.0
1295,0.5267,0.63,0.0,0.37
1296,0.6249,0.672,0.0,0.328
1297,0.6249,0.451,0.0,0.549
1298,0.4404,0.592,0.0,0.408
1299,0.4404,0.42,0.0,0.58
1300,0.6369,0.583,0.0,0.417
1301,0.0,0.0,0.0,1.0
1302,-0.5267,0.0,0.405,0.595
1303,0.0,0.0,0.0,1.0
1304,0.4215,0.483,0.0,0.517
1305,0.6808,0.286,0.0,0.714
1306,0.5859,0.655,0.0,0.345
1307,0.6369,0.677,0.0,0.323
1308,0.4404,0.492,0.0,0.508
1309,0.0,0.0,0.0,1.0
1310,0.0772,0.157,0.0,0.843
1311,0.6369,0.583,0.0,0.417
1312,0.0,0.0,0.0,1.0
1313,0.6249,0.672,0.0,0.328
1314,0.4404,0.592,0.0,0.408
1315,0.6249,0.577,0.0,0.423
1316,0.6249,0.804,0.0,0.196
1317,0.6369,0.677,0.0,0.323
1318,0.4767,0.508,0.0,0.492
1319,0.0772,0.206,0.0,0.794
1320,0.6249,0.577,0.0,0.423
1321,0.0,0.0,0.0,1.0
1322,0.4754,0.508,0.0,0.492
1323,0.4404,0.592,0.0,0.408
1324,0.6249,0.804,0.0,0.196
1325,0.2732,0.412,0.0,0.588
1326,-0.9594,0.016,0.228,0.757
1327,0.6369,0.677,0.0,0.323
1328,0.4404,0.592,0.0,0.408
1329,0.0,0.0,0.0,1.0
1330,0.0,0.0,0.0,1.0
1331,0.0,0.0,0.0,1.0
1332,0.2074,0.07,0.072,0.858
1333,0.6249,0.804,0.0,0.196
1334,0.6369,0.583,0.0,0.417
1335,0.6369,0.375,0.0,0.625
1336,0.0772,0.245,0.0,0.755
1337,0.4404,0.492,0.0,0.508
1338,0.6369,0.677,0.0,0.323
1339,0.4404,0.592,0.0,0.408
1340,0.2732,0.412,0.0,0.588
1341,0.5719,0.649,0.0,0.351
1342,0.0,0.0,0.0,1.0
1343,0.2732,0.344,0.0,0.656
1344,0.4404,0.592,0.0,0.408
1345,0.0,0.0,0.0,1.0
1346,0.6369,0.583,0.0,0.417
1347,0.4215,0.583,0.0,0.417
1348,0.6369,0.677,0.0,0.323
1349,0.6369,0.677,0.0,0.323
1350,0.3182,0.187,0.0,0.813
1351,0.4404,0.492,0.0,0.508
1352,0.0,0.0,0.0,1.0
1353,0.4754,0.508,0.0,0.492
1354,0.4404,0.592,0.0,0.408
1355,-0.0258,0.343,0.358,0.299
1356,0.6369,0.583,0.0,0.417
1357,0.0,0.0,0.0,1.0
1358,0.0,0.0,0.0,1.0
1359,0.4215,0.583,0.0,0.417
1360,0.6249,0.577,0.0,0.423
1361,0.6115,0.5,0.0,0.5
1362,0.4215,0.583,0.0,0.417
1363,0.5719,0.552,0.0,0.448
1364,-0.5106,0.0,0.524,0.476
1365,0.0,0.0,0.0,1.0
1366,0.6369,0.677,0.0,0.323
1367,0.6369,0.583,0.0,0.417
1368,0.4215,0.483,0.0,0.517
1369,0.4754,0.436,0.0,0.564
1370,0.0,0.0,0.0,1.0
1371,0.0,0.0,0.0,1.0
1372,0.0,0.0,0.0,1.0
1373,0.0,0.0,0.0,1.0
1374,0.6369,0.677,0.0,0.323
1375,0.5994,0.661,0.0,0.339
1376,0.4215,0.583,0.0,0.417
1377,0.0,0.0,0.0,1.0
1378,0.6369,0.512,0.0,0.488
1379,0.3182,0.315,0.0,0.685
1380,0.7125,0.413,0.0,0.587
1381,0.4215,0.583,0.0,0.417
1382,0.0,0.0,0.0,1.0
1383,0.4927,0.615,0.0,0.385
1384,0.0,0.0,0.0,1.0
1385,0.0,0.0,0.0,1.0
1386,0.6249,0.672,0.0,0.328
1387,0.6369,0.412,0.0,0.588
1388,0.6369,0.412,0.0,0.588
1389,0.6369,0.512,0.0,0.488
1390,0.0,0.0,0.0,1.0
1391,0.9302,0.131,0.016,0.853
1392,0.4215,0.483,0.0,0.517
1393,0.6369,0.808,0.0,0.192
1394,0.6369,0.808,0.0,0.192
1395,0.4404,0.592,0.0,0.408
1396,0.6369,0.583,0.0,0.417
1397,0.9477,0.212,0.067,0.721
1398,0.9403,0.365,0.0,0.635
1399,-0.5106,0.0,0.524,0.476
1400,0.4404,0.592,0.0,0.408
1401,0.34,0.207,0.0,0.793
1402,0.6369,0.512,0.0,0.488
1403,0.5859,0.202,0.0,0.798
1404,0.3612,0.714,0.0,0.286
1405,0.5859,0.559,0.0,0.441
1406,0.0,0.0,0.0,1.0
1407,0.4404,0.592,0.0,0.408
1408,0.0,0.0,0.0,1.0
1409,0.4215,0.149,0.0,0.851
1410,0.0,0.0,0.0,1.0
1411,0.0,0.0,0.0,1.0
1412,0.0,0.0,0.0,1.0
1413,0.0,0.0,0.0,1.0
1414,0.0,0.0,0.0,1.0
1415,-0.5927,0.0,0.188,0.812
1416,0.0,0.0,0.0,1.0
1417,0.0,0.0,0.0,1.0
1418,-0.5,0.0,0.191,0.809
1419,-0.296,0.0,0.115,0.885
1420,-0.7184,0.096,0.348,0.556
1421,0.0,0.0,0.0,1.0
1422,0.6369,0.677,0.0,0.323
1423,0.0,0.0,0.0,1.0
1424,0.0,0.0,0.0,1.0
1425,0.6369,0.375,0.0,0.625
1426,0.4404,0.492,0.0,0.508
1427,-0.7717,0.0,0.626,0.374
1428,0.4019,0.574,0.0,0.426
1429,0.9186,0.162,0.064,0.774
1430,0.0772,0.206,0.0,0.794
1431,0.0,0.0,0.0,1.0
1432,-0.4588,0.0,0.167,0.833
1433,0.6124,0.417,0.0,0.583
1434,0.4404,0.592,0.0,0.408
1435,0.5994,0.796,0.0,0.204
1436,0.6115,0.4,0.0,0.6
1437,-0.2997,0.0,0.137,0.863
1438,0.0,0.0,0.0,1.0
1439,0.9369,0.365,0.056,0.579
1440,0.0,0.0,0.0,1.0
1441,0.0,0.0,0.0,1.0
1442,0.0,0.0,0.0,1.0
1443,0.0,0.0,0.0,1.0
1444,0.0,0.0,0.0,1.0
1445,0.0,0.0,0.0,1.0
1446,0.0,0.0,0.0,1.0
1447,0.0,0.0,0.0,1.0
1448,0.4404,0.592,0.0,0.408
1449,0.4466,0.746,0.0,0.254
1450,0.0,0.0,0.0,1.0
1451,-0.7096,0.0,0.301,0.699
1452,0.0,0.0,0.0,1.0
1453,0.0,0.0,0.0,1.0
1454,0.9536,0.292,0.033,0.675
1455,0.0,0.0,0.0,1.0
1456,0.0,0.0,0.0,1.0
1457,-0.296,0.0,0.524,0.476
1458,0.0,0.0,0.0,1.0
